data,CSI_raw_v1,CSI_obj_v1,CSI_raw_v2,CSI_obj_v2
2024-02-19,0.049383,0.0,0.19767,0.0
2024-02-20,0.0,,0.0,
2024-02-21,0.0,,0.0,
2024-02-22,0.10345,,0.39535,
2024-02-23,0.0,,0.0,
