data,CSI_raw_v1,CSI_obj_v1,CSI_raw_v2,CSI_obj_v2
2024-02-14,0.0,,0.0,
2024-02-15,0.043478,,0.12121,
2024-02-16,0.0,,0.023256,
2024-02-17,0.0,0.0,0.0,0.0
2024-02-18,0.0,,0.0,
