data,CSI_raw_v1,CSI_obj_v1,CSI_raw_v2,CSI_obj_v2
2024-02-16,0.10811,,0.11905,
2024-02-17,0.11475,0.0,0.0625,0.0
2024-02-18,0.0,,0.0,
2024-02-19,0.1,0.0,0.27826,0.48
2024-02-20,0.0,,0.0,
