time,ME_1,ME_2,MAE_1,MAE_2,MSE_1,MSE_2,RMSE_1,RMSE_2,mean_obs,mean_1,mean_2,std_obs,std_1,std_2,CORR_1,CORR_2,MSEDISS_1,MSEDISS_2,MSEDISP_1,MSEDISP_2
2024-02-19,2.02,5.04,18.04,19.45,940.79,1141.4,30.67,33.78,25.92,28.63,30.79,39.11,33.57,40.17,0.65,0.65,38.02,24.85,909.17,1113.39
