data,CSI_raw_v1,CSI_obj_v1,CSI_raw_v2,CSI_obj_v2
2024-02-19,0.34566,0.57904,0.36049,0.57739
2024-02-20,0.27886,0.36951,0.32513,0.50483
2024-02-21,0.30948,0.37356,0.30545,0.43017
2024-02-22,0.34169,0.65537,0.3524,0.64039
2024-02-23,0.18786,0.23656,0.13,0.18879
