data,CSI_raw_v1,CSI_obj_v1,CSI_raw_v2,CSI_obj_v2
2024-02-14,0.33929,0.14286,0.36667,0.17801
2024-02-15,0.21196,0.19753,0.22543,0.4
2024-02-16,0.15657,0.17123,0.16578,0.30061
2024-02-17,0.22374,0.13609,0.17411,0.23429
2024-02-18,0.051948,0.0,0.078624,0.0
