data,CSI_raw_v1,CSI_obj_v1,CSI_raw_v2,CSI_obj_v2
2024-02-16,0.24419,0.34483,0.23529,0.38971
2024-02-17,0.25688,0.46486,0.27451,0.45745
2024-02-18,0.20245,0.1413,0.21239,0.20745
2024-02-19,0.22563,0.4802,0.24,0.58952
2024-02-20,0.09205,0.0,0.10284,0.0
