data,CSI_raw_v1,CSI_obj_v1,CSI_raw_v2,CSI_obj_v2
2024-02-19,0.31081,0.425,0.35379,0.52356
2024-02-20,0.17857,0.0,0.16822,0.0
2024-02-21,0.21176,0.085714,0.21181,0.18487
2024-02-22,0.21888,0.74419,0.27477,0.66071
2024-02-23,0.12676,0.0,0.079137,0.0
